Project        ImType Object           ExpTime Filter  LST      UTDate     UTC        JD           Filename               [Logged@UT]
ALL            BIAS   BIASES               0.0 B       11:02:06 2014-06-20 21:49:12.9 2456829.4092 ccd140620bias.0001     [21:49:57.8
ALL            BIAS   BIASES               0.0 B       11:02:52 2014-06-20 21:49:59.4 2456829.4097 ccd140620bias.0002     [21:50:43.2
ALL            BIAS   BIASES               0.0 B       11:03:39 2014-06-20 21:50:45.8 2456829.4103 ccd140620bias.0003     [21:51:30.7
ALL            BIAS   BIASES               0.0 B       11:04:25 2014-06-20 21:51:32.4 2456829.4108 ccd140620bias.0004     [21:52:16.2
ALL            BIAS   BIASES               0.0 B       11:05:12 2014-06-20 21:52:18.8 2456829.4113 ccd140620bias.0005     [21:53:03.6
ALL            BIAS   BIASES               0.0 B       11:05:58 2014-06-20 21:53:05.2 2456829.4119 ccd140620bias.0006     [21:53:49.1
ALL            BIAS   BIASES               0.0 B       11:06:45 2014-06-20 21:53:51.7 2456829.4124 ccd140620bias.0007     [21:54:36.5
ALL            BIAS   BIASES               0.0 B       11:07:32 2014-06-20 21:54:38.2 2456829.4129 ccd140620bias.0008     [21:55:22.0
ALL            BIAS   BIASES               0.0 B       11:08:18 2014-06-20 21:55:24.6 2456829.4135 ccd140620bias.0009     [21:56:09.3
ALL            BIAS   BIASES               0.0 B       11:09:05 2014-06-20 21:56:11.0 2456829.4140 ccd140620bias.0010     [21:56:55.0
ALL            OBJECT focus                7.0 H       12:02:28 2014-06-20 22:49:25.4 2456829.4510 irfoco.0001            [22:49:49.5
ALL            OBJECT focus               10.0 V       12:02:30 2014-06-20 22:49:27.8 2456829.4510 ccdfoco.0001           [22:50:21.8
ALL            OBJECT focus                7.0 H       12:04:16 2014-06-20 22:51:12.8 2456829.4522 irfoco.0002            [22:51:36.9
ALL            OBJECT focus               10.0 V       12:04:18 2014-06-20 22:51:15.2 2456829.4523 ccdfoco.0002           [22:52:09.2
ALL            OBJECT focus                7.0 H       12:06:00 2014-06-20 22:52:57.3 2456829.4534 irfoco.0003            [22:53:21.4
ALL            OBJECT focus               10.0 V       12:06:03 2014-06-20 22:52:59.9 2456829.4535 ccdfoco.0003           [22:53:53.8
ALL            OBJECT focus                7.0 H       12:07:55 2014-06-20 22:54:52.0 2456829.4548 irfoco.0004            [22:55:16.3
ALL            OBJECT focus               10.0 V       12:07:58 2014-06-20 22:54:54.4 2456829.4548 ccdfoco.0004           [22:55:48.3
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   12:22:52 2014-06-20 23:09:46.3 2456829.4651 ir140620.0001          [23:10:23.9
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   12:23:29 2014-06-20 23:10:22.9 2456829.4655 ir140620.0002          [23:10:59.5
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   12:24:06 2014-06-20 23:10:59.8 2456829.4660 ir140620.0003          [23:11:37.6
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   12:24:43 2014-06-20 23:11:36.7 2456829.4664 ir140620.0004          [23:12:13.4
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   12:25:19 2014-06-20 23:12:13.1 2456829.4668 ir140620.0005          [23:12:51.0
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   12:25:56 2014-06-20 23:12:50.0 2456829.4673 ir140620.0006          [23:13:26.7
NOAO-14A-0410  OBJECT LCAR                 4.0 H+ND4   12:26:33 2014-06-20 23:13:26.8 2456829.4677 ir140620.0007          [23:14:04.5
GSU-03A-0006   OBJECT 1510-089            35.0 H       13:27:29 2014-06-21 00:14:13.0 2456829.5099 ir140620.0008          [00:15:04.1
GSU-03A-0006   OBJECT 1510-089            35.0 H       13:28:21 2014-06-21 00:15:04.5 2456829.5105 ir140620.0009          [00:15:56.8
GSU-03A-0006   OBJECT 1510-089            35.0 H       13:29:13 2014-06-21 00:15:56.0 2456829.5111 ir140620.0010          [00:16:47.2
GSU-03A-0006   OBJECT 1510-089           120.0 R       13:27:32 2014-06-21 00:14:15.6 2456829.5099 ccd140620.0001         [00:17:00.3
YALE-08A-0001  OBJECT 1510-089            30.1 J       13:31:39 2014-06-21 00:18:21.8 2456829.5128 ir140620.0011          [00:19:08.1
YALE-08A-0001  OBJECT 1510-089            30.0 J       13:32:25 2014-06-21 00:19:07.7 2456829.5133 ir140620.0012          [00:19:55.3
YALE-08A-0001  OBJECT 1510-089            70.0 R       13:31:41 2014-06-21 00:18:24.2 2456829.5128 ccd140620.0002         [00:20:18.1
YALE-08A-0001  OBJECT 1510-089            30.1 J       13:33:12 2014-06-21 00:19:54.6 2456829.5138 ir140620.0013          [00:20:42.0
YALE-08A-0001  OBJECT 1510-089            30.0 J       13:33:59 2014-06-21 00:20:41.0 2456829.5144 ir140620.0014          [00:21:27.5
YALE-08A-0001  OBJECT 1510-089            30.1 J       13:34:45 2014-06-21 00:21:27.2 2456829.5149 ir140620.0015          [00:22:14.6
YALE-08A-0001  OBJECT 1510-089            30.1 K       13:35:39 2014-06-21 00:22:21.3 2456829.5155 ir140620.0016          [00:23:07.6
YALE-08A-0001  OBJECT 1510-089            30.0 K       13:36:25 2014-06-21 00:23:07.2 2456829.5161 ir140620.0017          [00:23:54.4
YALE-08A-0001  OBJECT 1510-089            90.0 B       13:35:42 2014-06-21 00:22:23.8 2456829.5156 ccd140620.0003         [00:24:37.7
YALE-08A-0001  OBJECT 1510-089            30.0 K       13:37:12 2014-06-21 00:23:53.5 2456829.5166 ir140620.0018          [00:24:41.0
YALE-08A-0001  OBJECT 1510-089            30.1 K       13:37:58 2014-06-21 00:24:40.0 2456829.5171 ir140620.0019          [00:25:26.5
YALE-08A-0001  OBJECT 1510-089            30.0 K       13:38:50 2014-06-21 00:25:31.8 2456829.5177 ir140620.0020          [00:26:19.1
YALE-08A-0001  OBJECT 1510-089            30.0 K       13:39:37 2014-06-21 00:26:18.0 2456829.5183 ir140620.0021          [00:27:04.3
YALE-08A-0001  OBJECT 1510-089            70.0 V       13:38:53 2014-06-21 00:25:34.2 2456829.5178 ccd140620.0004         [00:27:28.9
YALE-08A-0001  OBJECT 1510-089            30.0 K       13:40:23 2014-06-21 00:27:04.4 2456829.5188 ir140620.0022          [00:27:50.6
YALE-08A-0001  OBJECT 1510-089            30.1 K       13:41:09 2014-06-21 00:27:50.7 2456829.5193 ir140620.0023          [00:28:38.4
OSU-03A-0001   OBJECT OB140987            50.0 H       14:01:33 2014-06-21 00:48:10.8 2456829.5335 ir140620.0024          [00:49:16.9
OSU-03A-0001   OBJECT OB140987            50.0 H       14:02:39 2014-06-21 00:49:16.7 2456829.5342 ir140620.0025          [00:50:23.9
OSU-03A-0001   OBJECT OB140987            50.0 H       14:03:45 2014-06-21 00:50:22.7 2456829.5350 ir140620.0026          [00:51:29.3
OSU-03A-0001   OBJECT OB140987            50.0 H       14:04:52 2014-06-21 00:51:29.2 2456829.5358 ir140620.0027          [00:52:36.3
OSU-03A-0001   OBJECT OB140987            50.0 H       14:05:58 2014-06-21 00:52:35.3 2456829.5365 ir140620.0028          [00:53:41.6
OSU-03A-0001   OBJECT OB140987           300.0 I       14:01:35 2014-06-21 00:48:13.1 2456829.5335 ccd140620.0005         [00:53:58.4
OSU-03A-0001   OBJECT OB140987            50.0 H       14:07:25 2014-06-21 00:54:01.6 2456829.5375 ir140620.0029          [00:55:07.8
OSU-03A-0001   OBJECT OB140987            50.0 H       14:08:31 2014-06-21 00:55:07.5 2456829.5383 ir140620.0030          [00:56:14.8
OSU-03A-0001   OBJECT OB140987            50.0 H       14:09:37 2014-06-21 00:56:13.7 2456829.5390 ir140620.0031          [00:57:21.1
OSU-03A-0001   OBJECT OB140987            50.0 H       14:10:45 2014-06-21 00:57:21.0 2456829.5398 ir140620.0032          [00:58:28.2
OSU-03A-0001   OBJECT OB140987            50.0 H       14:11:51 2014-06-21 00:58:26.8 2456829.5406 ir140620.0033          [00:59:33.1
OSU-03A-0001   OBJECT OB140987           300.0 I       14:07:27 2014-06-21 00:54:04.1 2456829.5376 ccd140620.0006         [00:59:48.9
OSU-03A-0001   OBJECT OB140987            50.0 H       14:13:17 2014-06-21 00:59:52.5 2456829.5416 ir140620.0034          [01:00:58.8
